group,size_group,gs_cat,gs_subcat,size_cat.subcat,group_in_cat.subcat,pathway,pathway_GOID,size_pathway,group_in_pathway,k/K,pval,FDR,qvalue,genes
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING,GO:0060148,31,4,0.12903225806451613,0.2897006755842094,0.8071387700405686,0.7407232335556058,"c(""Tial1"", ""Ago2"", ""Eif4enif1"", ""Eif4g1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS,GO:0045940,31,4,0.12903225806451613,0.2897006755842094,0.8071387700405686,0.7407232335556058,"c(""Ldlrap1"", ""Scap"", ""Igf1r"", ""Ifng"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,GO:2001032,31,4,0.12903225806451613,0.2897006755842094,0.8071387700405686,0.7407232335556058,"c(""Kmt5c"", ""Shld1"", ""Nsd2"", ""Rif1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GO:1902235,31,4,0.12903225806451613,0.2897006755842094,0.8071387700405686,0.7407232335556058,"c(""Grina"", ""Tmbim6"", ""Bcl2l1"", ""Hyou1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION,GO:0040020,31,4,0.12903225806451613,0.2897006755842094,0.8071387700405686,0.7407232335556058,"c(""Lif"", ""Ube2b"", ""Trip13"", ""Cdc20"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_ACETYLCHOLINE,GO:1905144,31,4,0.12903225806451613,0.2897006755842094,0.8071387700405686,0.7407232335556058,"c(""Ly6e"", ""Grk2"", ""Gnai2"", ""Rgs10"")"
int,1553,C5,GO:BP,15653,1379,GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,GO:0031503,155,16,0.1032258064516129,0.29013155696109955,0.8078384244009797,0.7413653167505303,"c(""Kif5b"", ""Ift140"", ""Ift46"", ""Ttc26"", ""Cacng4"", ""Dag1"", ""Rcc2"", ""Nop9"", ""Nmd3"", ""Ran"", ""Hnrnpu"", ""Rrs1"", ""Pura"", ""Stau2"", ""Riok2"", ""Eif6"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GO:0010718,51,6,0.11764705882352941,0.2914854727970684,0.8102561818235755,0.7435841286357878,"c(""Notch1"", ""Mdk"", ""Lef1"", ""Sdcbp"", ""Tcf7l2"", ""Ezh2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT,GO:1902742,41,5,0.12195121951219512,0.2920816676800606,0.8102561818235755,0.7435841286357878,"c(""Notch1"", ""Lef1"", ""Tnfrsf1a"", ""Atf2"", ""Ppp2r1b"")"
int,1553,C5,GO:BP,15653,1379,GOBP_INTESTINAL_ABSORPTION,GO:0050892,41,5,0.12195121951219512,0.2920816676800606,0.8102561818235755,0.7435841286357878,"c(""Ugcg"", ""F11r"", ""Ldlr"", ""Scarb1"", ""Aco1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,GO:2000378,41,5,0.12195121951219512,0.2920816676800606,0.8102561818235755,0.7435841286357878,"c(""Bcl2"", ""Acp5"", ""Tigar"", ""Hif1a"", ""Hk2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION,GO:0045687,41,5,0.12195121951219512,0.2920816676800606,0.8102561818235755,0.7435841286357878,"c(""Notch1"", ""Mdk"", ""Lif"", ""Dag1"", ""Prmt5"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,GO:0045981,41,5,0.12195121951219512,0.2920816676800606,0.8102561818235755,0.7435841286357878,"c(""Slc4a4"", ""Eno1"", ""Ifng"", ""Hif1a"", ""Myc"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MEMBRANE_DOCKING,GO:0022406,82,9,0.10975609756097561,0.2952257342029113,0.8179682179456741,0.750661578692327,"c(""Icam1"", ""Unc13a"", ""Ppfia3"", ""Stx16"", ""Sytl2"", ""Stxbp2"", ""Stx4a"", ""Stx5a"", ""Atp2a2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,GO:0043242,82,9,0.10975609756097561,0.2952257342029113,0.8179682179456741,0.750661578692327,"c(""Mid1"", ""Washc2"", ""Add1"", ""Add3"", ""Camsap1"", ""Tpx2"", ""Ubqln4"", ""Clasp1"", ""Scaf4"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,GO:0006109,177,18,0.1016949152542373,0.2963663947788796,0.8206226605892082,0.7530976001191103,"c(""Slc4a4"", ""Ptk2b"", ""Foxo1"", ""Kat2b"", ""Ifng"", ""Akt2"", ""Tigar"", ""Ap2a1"", ""Hif1a"", ""Myc"", ""Pgam1"", ""Ddb1"", ""Foxk2"", ""Wdr5"", ""Arpp19"", ""Eif6"", ""Ppp1r3e"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CARDIAC_CHAMBER_MORPHOGENESIS,GO:0003206,124,13,0.10483870967741936,0.29692053117153083,0.8206401396585853,0.7531136409206046,"c(""Tgfbr3"", ""Srf"", ""Notch1"", ""Ly6e"", ""Mdm2"", ""Gata3"", ""Med1"", ""Rbm15"", ""Heg1"", ""Hif1a"", ""Fkbp1a"", ""Nsd2"", ""Dsp"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,GO:0031109,124,13,0.10483870967741936,0.29692053117153083,0.8206401396585853,0.7531136409206046,"c(""Mid1"", ""Trpv4"", ""Fes"", ""Gba2"", ""Camsap1"", ""Nde1"", ""Ska3"", ""Kif18b"", ""Tpx2"", ""Kif14"", ""Pin1"", ""Clasp1"", ""Ccsap"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_ACID_CHEMICAL,GO:0001101,124,13,0.10483870967741936,0.29692053117153083,0.8206401396585853,0.7531136409206046,"c(""Ass1"", ""Ufl1"", ""Tmbim6"", ""Klf2"", ""Igf1r"", ""Atf2"", ""Hnrnpd"", ""Myc"", ""Bcl2l1"", ""Dnmt3a"", ""Slc1a2"", ""Hnrnpab"", ""Lrp11"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_MACROAUTOPHAGY,GO:0016241,156,16,0.10256410256410256,0.29901253145705003,0.8259141465076724,0.7579536753137658,"c(""Nedd4"", ""Sting1"", ""Ulk1"", ""Snx30"", ""Snx32"", ""Adrb2"", ""Wdr45"", ""Capn1"", ""Capns1"", ""Lzts1"", ""Tigar"", ""Hif1a"", ""Larp1"", ""Ubqln4"", ""Slc25a5"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,GO:0044282,361,35,0.09695290858725762,0.2998686881811551,0.827770199438643,0.7596570026469454,"c(""Slc25a44"", ""Mtmr2"", ""Fah"", ""Sult1a1"", ""Haao"", ""Aldh4a1"", ""Aldh6a1"", ""Galt"", ""Carns1"", ""Lpin1"", ""Acad8"", ""Pex5"", ""Srd5a3"", ""Inpp4b"", ""Gnpda2"", ""Decr1"", ""Eno1"", ""Bpnt2"", ""Akt2"", ""Tigar"", ""Pfkp"", ""Pgd"", ""Tpi1"", ""Nudt5"", ""Shmt2"", ""Shmt1"", ""Galk1"", ""Hk2"", ""Pfkl"", ""Scarb1"", ""Got2"", ""Foxk2"", ""Got1"", ""Slc25a17"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_OLIGODENDROCYTE_DIFFERENTIATION,GO:0048709,93,10,0.10752688172043011,0.3023359378890966,0.8340685726664211,0.7654371132754875,"c(""Notch1"", ""Mdk"", ""Ncstn"", ""Sox13"", ""B4galt5"", ""Dag1"", ""Tnfrsf21"", ""Eif2b5"", ""Eif2b4"", ""Prmt5"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_INSULIN_SECRETION,GO:0050796,146,15,0.10273972602739725,0.3048006971509244,0.834292821434616,0.7656429096996756,"c(""Pim3"", ""Trpm4"", ""Ppp3ca"", ""Sidt2"", ""Stx4a"", ""Lrrc8a"", ""Tcf7l2"", ""Ifng"", ""Ptpn11"", ""Hif1a"", ""Slc16a1"", ""Jagn1"", ""Pfkl"", ""Aacs"", ""Mpc2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_BRANCHING_INVOLVED_IN_MAMMARY_GLAND_DUCT_MORPHOGENESIS,GO:0060444,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Kdm5b"", ""Med1"", ""Phb2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS,GO:0060445,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Tgm2"", ""Dag1"", ""Plxna1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CAMP_METABOLIC_PROCESS,GO:0046058,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Pde4c"", ""Pde8b"", ""Pde4b"")"
int,1553,C5,GO:BP,15653,1379,GOBP_GLYCEROL_ETHER_METABOLIC_PROCESS,GO:0006662,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Lpcat2"", ""Agps"", ""Fasn"")"
int,1553,C5,GO:BP,15653,1379,GOBP_HISTONE_H2A_ACETYLATION,GO:0043968,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Ruvbl2"", ""Morf4l2"", ""Ruvbl1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_HISTONE_H3_K14_ACETYLATION,GO:0044154,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Wbp2"", ""Gata3"", ""Wdr5"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,GO:0035024,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Ripor2"", ""Itgb1"", ""Heg1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION,GO:0060045,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Tgfbr3"", ""Notch1"", ""Pim1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL,GO:1904996,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Mdk"", ""St3gal4"", ""Nfat5"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION,GO:0045663,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Ripor2"", ""Lrrc8a"", ""Tnfsf14"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION,GO:0048714,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Mdk"", ""Dag1"", ""Prmt5"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_NMDA_RECEPTOR_ACTIVITY,GO:2000310,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Ptk2b"", ""Capn1"", ""Ifng"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RRNA_METHYLATION,GO:0031167,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Mettl16"", ""Nop2"", ""Ftsj3"")"
int,1553,C5,GO:BP,15653,1379,GOBP_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,GO:0034390,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Sod2"", ""Ifng"", ""E2f3"")"
int,1553,C5,GO:BP,15653,1379,GOBP_SULFATION,GO:0051923,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Sult1a1"", ""Chsy1"", ""Tpst1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT,GO:0003323,22,3,0.13636363636363635,0.3055732051805469,0.834292821434616,0.7656429096996756,"c(""Sidt2"", ""Cdk6"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_ATP_BIOSYNTHETIC_PROCESS,GO:0006754,52,6,0.11538461538461539,0.3072937047624165,0.8374638624634929,0.7685530211350726,"c(""Dguok"", ""Eno1"", ""Myc"", ""Atp5g3"", ""Atp5b"", ""Atp5o"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_ISCHEMIA,GO:0002931,52,6,0.11538461538461539,0.3072937047624165,0.8374638624634929,0.7685530211350726,"c(""Bcl2"", ""P2rx4"", ""Tigar"", ""Map2k3"", ""Hyou1"", ""Hk2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III,GO:0006383,52,6,0.11538461538461539,0.3072937047624165,0.8374638624634929,0.7685530211350726,"c(""Ddx21"", ""Mybbp1a"", ""Gtf3c5"", ""Gtf3a"", ""Baz1b"", ""Bdp1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_LEUKOCYTE_APOPTOTIC_PROCESS,GO:0071887,104,11,0.10576923076923077,0.30816853237329345,0.8384682318238886,0.7694747458098506,"c(""Dffa"", ""Lmbr1l"", ""Cd3g"", ""Slc39a10"", ""Hif1a"", ""Tnfrsf21"", ""Aurkb"", ""Il2ra"", ""Dnaja3"", ""Tcp1"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH,GO:0046622,42,5,0.11904761904761904,0.3098182680586651,0.8384682318238886,0.7694747458098506,"c(""Tgfbr3"", ""Notch1"", ""Sash3"", ""Pim1"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND,GO:2001239,42,5,0.11904761904761904,0.3098182680586651,0.8384682318238886,0.7694747458098506,"c(""Bcl2"", ""Bcl2l1"", ""Unc5b"", ""Ppp2r1b"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC,GO:0090503,42,5,0.11904761904761904,0.3098182680586651,0.8384682318238886,0.7694747458098506,"c(""Xrn1"", ""Exosc4"", ""Dis3"", ""Exosc3"", ""Pde12"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS,GO:0071402,32,4,0.125,0.3101893934528489,0.8384682318238886,0.7694747458098506,"c(""Myd88"", ""Itgb1"", ""Ldlr"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_RESPONSE_TO_VITAMIN,GO:0071295,32,4,0.125,0.3101893934528489,0.8384682318238886,0.7694747458098506,"c(""Fes"", ""Pim1"", ""Med1"", ""Brip1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,GO:0048261,32,4,0.125,0.3101893934528489,0.8384682318238886,0.7694747458098506,"c(""Mtmr2"", ""Sdcbp"", ""Rin3"", ""Ankrd13b"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND,GO:1901099,32,4,0.125,0.3101893934528489,0.8384682318238886,0.7694747458098506,"c(""Bcl2"", ""Bcl2l1"", ""Unc5b"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN,GO:0071168,32,4,0.125,0.3101893934528489,0.8384682318238886,0.7694747458098506,"c(""Ruvbl2"", ""Plk1"", ""Mcm8"", ""Ezh2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_PROSTAGLANDIN,GO:0034694,32,4,0.125,0.3101893934528489,0.8384682318238886,0.7694747458098506,"c(""Tgfbr3"", ""Ptger4"", ""Acaca"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS,GO:0000096,32,4,0.125,0.3101893934528489,0.8384682318238886,0.7694747458098506,"c(""Mtr"", ""Cth"", ""Mthfd1"", ""Enoph1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,GO:0007265,341,33,0.0967741935483871,0.3104981517855835,0.8384682318238886,0.7694747458098506,"c(""Arfgef2"", ""F2rl2"", ""Rapgef1"", ""Notch1"", ""Nisch"", ""Arhgef1"", ""Ripor2"", ""Rapgef4"", ""Rac2"", ""Rhoh"", ""Rasgrp1"", ""Lpar6"", ""Rhob"", ""Cdc42se2"", ""Usp28"", ""Sdcbp"", ""Gabarap"", ""Rab30"", ""F11r"", ""Arhgef3"", ""Gpr174"", ""Arhgdia"", ""Itgb1"", ""Heg1"", ""Abi2"", ""Lrrc59"", ""Nup62"", ""Kif14"", ""Kpnb1"", ""G3bp1"", ""Als2"", ""Rapgef5"", ""Dennd4a"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,GO:0090257,222,22,0.0990990990990991,0.31276988673848716,0.8384682318238886,0.7694747458098506,"c(""Trpv4"", ""Srf"", ""Notch1"", ""Trpm4"", ""Pde4b"", ""Ppp3ca"", ""Grk2"", ""Foxo1"", ""Adrb2"", ""P2rx4"", ""Fbxo32"", ""Atp1b1"", ""Tnfrsf1a"", ""Kit"", ""Eno1"", ""Dag1"", ""Prkca"", ""Glrx3"", ""Nr4a3"", ""Atp2a2"", ""Zdhhc21"", ""Dsp"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY,GO:0016239,73,8,0.1095890410958904,0.31295740146716516,0.8384682318238886,0.7694747458098506,"c(""Sting1"", ""Ulk1"", ""Snx30"", ""Adrb2"", ""Wdr45"", ""Hif1a"", ""Larp1"", ""Slc25a5"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,GO:0043462,73,8,0.1095890410958904,0.31295740146716516,0.8384682318238886,0.7694747458098506,"c(""Atp1b1"", ""Dnajb11"", ""Plscr1"", ""Hnrnpu"", ""Mcm2"", ""Msh6"", ""Dnajc9"", ""Ahsa1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,GO:0008286,115,12,0.10434782608695652,0.31302278473805956,0.8384682318238886,0.7694747458098506,"c(""Ccnd3"", ""Tns2"", ""Gnai2"", ""Foxo1"", ""Igf1r"", ""Akt2"", ""Ptpn11"", ""Ncoa5"", ""Slc39a14"", ""Smarcc1"", ""Zfp106"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,GO:0071901,115,12,0.10434782608695652,0.31302278473805956,0.8384682318238886,0.7694747458098506,"c(""Dusp1"", ""Smpd1"", ""Gadd45a"", ""Kat2b"", ""Hhex"", ""Heg1"", ""Ptprj"", ""Plk1"", ""Hmgcr"", ""Nup62"", ""Ipo7"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,GO:1903321,94,10,0.10638297872340426,0.3140700240437805,0.8384682318238886,0.7694747458098506,"c(""Ufl1"", ""Marchf7"", ""Vps28"", ""U2af2"", ""Otub1"", ""Gnl3l"", ""Cdc20"", ""Gtpbp4"", ""Glmn"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RESPONSE_TO_KETONE,GO:1901654,190,19,0.1,0.3153277251086065,0.8384682318238886,0.7694747458098506,"c(""Tgfbr3"", ""Ass1"", ""Xrn1"", ""Wbp2"", ""Sgk1"", ""Fbxo32"", ""Klf2"", ""Igf1r"", ""Smyd3"", ""Hnrnpd"", ""Cbx3"", ""Ptger4"", ""Myc"", ""Bcl2l1"", ""Eif4e"", ""Nasp"", ""Larp1"", ""Acaca"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_ANATOMICAL_STRUCTURE_HOMEOSTASIS,GO:0060249,320,31,0.096875,0.3154030913623844,0.8384682318238886,0.7694747458098506,"c(""Ildr1"", ""Bcl2"", ""Srf"", ""Notch1"", ""Ncdn"", ""Ptk2b"", ""Haao"", ""Chmp2b"", ""Rcn3"", ""Pecam1"", ""Acp5"", ""Sash3"", ""Adrb2"", ""P2rx4"", ""B2m"", ""S1pr1"", ""Jchain"", ""F11r"", ""Iqcb1"", ""Actg1"", ""Prkca"", ""Ptpn11"", ""Clcn3"", ""Slc2a1"", ""Itgb1"", ""Hif1a"", ""Stk39"", ""Tfrc"", ""Lamc1"", ""Def8"", ""Acaca"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELL_CELL_RECOGNITION,GO:0009988,63,7,0.1111111111111111,0.3182171826276573,0.8384682318238886,0.7694747458098506,"c(""Zpbp"", ""Ovgp1"", ""Hspa1l"", ""Cct7"", ""Tcp1"", ""St6galnac6"", ""Prf1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_HOMOLOGOUS_CHROMOSOME_SEGREGATION,GO:0045143,63,7,0.1111111111111111,0.3182171826276573,0.8384682318238886,0.7694747458098506,"c(""Ube2b"", ""Trip13"", ""Espl1"", ""Sgo1"", ""Plk1"", ""Ccne2"", ""Brip1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS,GO:0048814,63,7,0.1111111111111111,0.3182171826276573,0.8384682318238886,0.7694747458098506,"c(""Nedd4"", ""Ppp3ca"", ""Parp6"", ""Lzts1"", ""Fbxw8"", ""Caprin1"", ""Stau2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_GLAND_DEVELOPMENT,GO:0048732,430,41,0.09534883720930233,0.319412037056897,0.8384682318238886,0.7694747458098506,"c(""Tgfbr3"", ""Bcl2"", ""Tgm2"", ""Srf"", ""Notch1"", ""Igf2r"", ""Mdk"", ""Ass1"", ""Hoxa5"", ""Srsf5"", ""Ly6e"", ""Psap"", ""Lef1"", ""Capn1"", ""Gata3"", ""Irf6"", ""Atf2"", ""Kdm5b"", ""Ccdc39"", ""Sod2"", ""Socs2"", ""Hnrnpd"", ""Dag1"", ""Akt2"", ""Med1"", ""Hif1a"", ""Phb2"", ""Myc"", ""Mad1l1"", ""Hk2"", ""Ezh2"", ""Brca2"", ""Fem1b"", ""Prmt5"", ""Umps"", ""Tnc"", ""Zdhhc21"", ""Fasn"", ""Aco2"", ""Plxna1"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_AMINO_SUGAR_CATABOLIC_PROCESS,GO:0046348,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Ovgp1"", ""Gnpda2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_AROMATIC_AMINO_ACID_TRANSPORT,GO:0015801,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Slc7a5"", ""Slc7a1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE,GO:0071474,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Slc25a23"", ""Slc2a1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE,GO:0110096,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Sgk1"", ""Igf1r"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_RESPONSE_TO_ETHANOL,GO:0071361,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Sod2"", ""Dnmt3a"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_RESPONSE_TO_X_RAY,GO:0071481,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Gata3"", ""Xrcc6"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT,GO:0021681,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Mdk"", ""Kif14"")"
int,1553,C5,GO:BP,15653,1379,GOBP_HEMOGLOBIN_BIOSYNTHETIC_PROCESS,GO:0042541,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Hif1a"", ""Prmt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_HYPEROSMOTIC_SALINITY_RESPONSE,GO:0042538,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Trpv4"", ""Slc25a23"")"
int,1553,C5,GO:BP,15653,1379,GOBP_INNER_CELL_MASS_CELL_PROLIFERATION,GO:0001833,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Brca2"", ""Palb2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MEIOTIC_CELL_CYCLE_PHASE_TRANSITION,GO:0044771,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Cdc25b"", ""Cdc25a"")"
int,1553,C5,GO:BP,15653,1379,GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS,GO:0031293,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Ncstn"", ""Adam9"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,GO:0002903,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Slc39a10"", ""Aurkb"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_EPIDERMIS_DEVELOPMENT,GO:0045683,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Notch1"", ""Ezh2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,GO:1904406,13,2,0.15384615384615385,0.31978961934716177,0.8384682318238886,0.7694747458098506,"c(""Acp5"", ""Khsrp"")"
