group,size_group,gs_cat,gs_subcat,size_cat.subcat,group_in_cat.subcat,pathway,pathway_GOID,size_pathway,group_in_pathway,k/K,pval,FDR,qvalue,genes
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS,GO:1902369,74,13,0.17567567567567569,0.011931279541738199,0.1801740009734041,0.16534835589295607,"c(""Thrap3"", ""Myd88"", ""Fus"", ""Taf15"", ""Tob1"", ""Hnrnpa0"", ""Hnrnpd"", ""Hnrnpu"", ""Eif4enif1"", ""Larp1"", ""Mettl16"", ""Hnrnpab"", ""Dkc1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CELLULAR_RESPONSE_TO_INTERFERON_ALPHA,GO:0035457,11,4,0.36363636363636365,0.011947452668018341,0.1801740009734041,0.16534835589295607,"c(""Mndal"", ""Ifnar1"", ""Gata3"", ""Pde12"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_MYELINATION,GO:0031642,11,4,0.36363636363636365,0.011947452668018341,0.1801740009734041,0.16534835589295607,"c(""Mtmr2"", ""Lpin1"", ""Ctsc"", ""Tnfrsf21"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,GO:2000278,124,19,0.1532258064516129,0.012126474683401113,0.18226213119466422,0.16726466400128698,"c(""Jade2"", ""Ptk2b"", ""Map3k4"", ""Xrn1"", ""Hnrnpd"", ""Gnl3l"", ""Myc"", ""Cct7"", ""Aurkb"", ""Chtf18"", ""Rfc5"", ""Hnrnpu"", ""Dkc1"", ""Cct6a"", ""Tcp1"", ""Hsp90aa1"", ""Hnrnpa1"", ""Pif1"", ""Nat10"")"
int,1553,C5,GO:BP,15653,1379,GOBP_DNA_DEPENDENT_DNA_REPLICATION,GO:0006261,159,23,0.14465408805031446,0.012246699145575817,0.18345555320072574,0.16835988509602123,"c(""Recql"", ""Srpk2"", ""Fbh1"", ""Hmga1"", ""Orc1"", ""Dbf4"", ""Chtf18"", ""Rpa2"", ""Pola1"", ""Ccne2"", ""Rfc5"", ""Ddx21"", ""Mcm2"", ""Brca2"", ""Wdhd1"", ""Atad5"", ""Fen1"", ""Pura"", ""Dnaja3"", ""Slfn9"", ""Lig3"", ""Polq"", ""Pole2"")"
int,1553,C5,GO:BP,15653,1379,GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT,GO:0065002,51,10,0.19607843137254902,0.012341958225961989,0.18365814658103702,0.16854580804921251,"c(""Timm44"", ""Zfand2b"", ""Pex5"", ""Sec61a1"", ""Akt2"", ""Romo1"", ""Timm23"", ""Tomm40"", ""Hspd1"", ""Chchd4"")"
int,1553,C5,GO:BP,15653,1379,GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,GO:0032206,51,10,0.19607843137254902,0.012341958225961989,0.18365814658103702,0.16854580804921251,"c(""Map3k4"", ""Hnrnpd"", ""Ppp1r10"", ""Cct7"", ""Aurkb"", ""Dkc1"", ""Cct6a"", ""Tcp1"", ""Hnrnpa1"", ""Gnl3"")"
int,1553,C5,GO:BP,15653,1379,GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,GO:0035710,99,16,0.16161616161616163,0.012549158318800253,0.18612514021349288,0.17080980473531146,"c(""Nkg7"", ""Il4ra"", ""Sema4a"", ""Gpr183"", ""Il6ra"", ""Cd55"", ""Sash3"", ""Slamf6"", ""Lef1"", ""Gata3"", ""Myb"", ""Ifng"", ""Hmgb1"", ""Ptger4"", ""Il12rb1"", ""Irf4"")"
int,1553,C5,GO:BP,15653,1379,GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS,GO:1901623,23,6,0.2608695652173913,0.012612487909016205,0.18644908112868033,0.17110709012301073,"c(""Ptk2b"", ""Tnfsf14"", ""Ccl4"", ""Stk39"", ""Ccl3"", ""Oxsr1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_PROTEIN_AUTOPHOSPHORYLATION,GO:0046777,223,30,0.13452914798206278,0.012900229201062707,0.19007747550680593,0.1744369215177349,"c(""Pim3"", ""Camk4"", ""Thy1"", ""Itk"", ""Taok3"", ""Fes"", ""Ptk2b"", ""Ulk1"", ""Zap70"", ""Slk"", ""Stk24"", ""Stk17b"", ""Mex3b"", ""Pim1"", ""Clk1"", ""Clk4"", ""Kit"", ""Igf1r"", ""Ddx3x"", ""Cdk12"", ""Peak1"", ""Nek6"", ""Stk39"", ""Aurkb"", ""Cad"", ""Oxsr1"", ""Mapkapk3"", ""Eif2s1"", ""Riok2"", ""Akt1"")"
int,1553,C5,GO:BP,15653,1379,GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS,GO:0009161,59,11,0.1864406779661017,0.012961423882917865,0.19035502918246042,0.1746916366469632,"c(""Ampd1"", ""Prps1"", ""Paics"", ""Impdh2"", ""Gart"", ""Cad"", ""Uck2"", ""Ak2"", ""Ampd2"", ""Ppat"", ""Umps"")"
int,1553,C5,GO:BP,15653,1379,GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,GO:0031330,251,33,0.13147410358565736,0.013093270981199046,0.19142558534744988,0.17567410193504993,"c(""Dffa"", ""Mtmr2"", ""Thrap3"", ""Bcl2"", ""Myd88"", ""Fus"", ""Rnf5"", ""Taf15"", ""Timp2"", ""Tob1"", ""Ctsa"", ""Tab2"", ""Marchf7"", ""Sdcbp"", ""Dap"", ""Csnk2a1"", ""Hnrnpa0"", ""Lzts1"", ""Hnrnpd"", ""Tigar"", ""Uchl5"", ""Eif4e"", ""Smarcc1"", ""Hnrnpu"", ""Eif4enif1"", ""Larp1"", ""Mettl16"", ""Foxk2"", ""Hnrnpab"", ""Ubqln4"", ""Dkc1"", ""Eif4g1"", ""Akt1"")"
